,,,,,,
CL_ADMIN_PRICES_EN,Index Numbers,,,,,
Indicator Name,Selected period with the corresponding period last year,,,,,
,,,,,,
Item Code,Item Name,YEAR_MONTH,CL_ADMIN_PRICES_E,D_BASKET_LVL,Indicator Name,OBS_VALUE
05.3.1,Major household appliances,10/1/14,Index Numbers,3,Selected period with the corresponding period last year,2.9
05.3.1,Major household appliances,6/1/22,Index Numbers,3,Selected period with the corresponding period last year,3.5
05.3.1,Major household appliances,5/1/22,Index Numbers,3,Selected period with the corresponding period last year,3.3
05.3.1,Major household appliances,4/1/22,Index Numbers,3,Selected period with the corresponding period last year,2.1
05.3.1,Major household appliances,3/1/22,Index Numbers,3,Selected period with the corresponding period last year,3.1
05.3.1,Major household appliances,2/1/22,Index Numbers,3,Selected period with the corresponding period last year,0
05.3.1,Major household appliances,1/1/22,Index Numbers,3,Selected period with the corresponding period last year,-1.3
05.3.1,Major household appliances,12/1/21,Index Numbers,3,Selected period with the corresponding period last year,-0.8
05.3.1,Major household appliances,11/1/21,Index Numbers,3,Selected period with the corresponding period last year,-0.5
05.3.1,Major household appliances,2/1/24,Index Numbers,3,Selected period with the corresponding period last year,-6.7
05.3.1,Major household appliances,1/1/24,Index Numbers,3,Selected period with the corresponding period last year,-6
05.3.1,Major household appliances,12/1/23,Index Numbers,3,Selected period with the corresponding period last year,-5.1
05.3.1,Major household appliances,11/1/23,Index Numbers,3,Selected period with the corresponding period last year,-5
06.4.1.0.0,Diagnostic imaging services and medical laboratory services,3/1/26,Index Numbers,5,Selected period with the corresponding period last year,0.7
06.4.1.0.0,Diagnostic imaging services and medical laboratory services,7/1/26,Index Numbers,5,Selected period with the corresponding period last year,0.3
06.4.1.0.0,Diagnostic imaging services and medical laboratory services,6/1/26,Index Numbers,5,Selected period with the corresponding period last year,0.6
06.4.1.0.0,Diagnostic imaging services and medical laboratory services,5/1/26,Index Numbers,5,Selected period with the corresponding period last year,0.8
06.4.1.0.0,Diagnostic imaging services and medical laboratory services,4/1/26,Index Numbers,5,Selected period with the corresponding period last year,0.6
06.4.1.0.0,Diagnostic imaging services and medical laboratory services,12/1/19,Index Numbers,5,Selected period with the corresponding period last year,1.4
06.4.1.0.0,Diagnostic imaging services and medical laboratory services,11/1/19,Index Numbers,5,Selected period with the corresponding period last year,1.5
06.4.1.0.0,Diagnostic imaging services and medical laboratory services,10/1/19,Index Numbers,5,Selected period with the corresponding period last year,1.5
06.4.1.0.0,Diagnostic imaging services and medical laboratory services,9/1/19,Index Numbers,5,Selected period with the corresponding period last year,1.6
06.4.1.0.0,Diagnostic imaging services and medical laboratory services,7/1/23,Index Numbers,5,Selected period with the corresponding period last year,2.2
06.4.1.0.0,Diagnostic imaging services and medical laboratory services,6/1/23,Index Numbers,5,Selected period with the corresponding period last year,2.5
06.4.1.0.0,Diagnostic imaging services and medical laboratory services,5/1/23,Index Numbers,5,Selected period with the corresponding period last year,2.5
06.4.1.0.0,Diagnostic imaging services and medical laboratory services,9/1/20,Index Numbers,5,Selected period with the corresponding period last year,2.8
06.4.1.0.0,Diagnostic imaging services and medical laboratory services,8/1/20,Index Numbers,5,Selected period with the corresponding period last year,2.8
06.4.1.0.0,Diagnostic imaging services and medical laboratory services,7/1/20,Index Numbers,5,Selected period with the corresponding period last year,2.8
13,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",2/1/24,Index Numbers,1,Selected period with the corresponding period last year,0.5
13,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",1/1/24,Index Numbers,1,Selected period with the corresponding period last year,0.7
13,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",12/1/23,Index Numbers,1,Selected period with the corresponding period last year,0.7
13,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",11/1/23,Index Numbers,1,Selected period with the corresponding period last year,-0.3
13,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",10/1/23,Index Numbers,1,Selected period with the corresponding period last year,-0.3
13,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",9/1/23,Index Numbers,1,Selected period with the corresponding period last year,0.4
13,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",8/1/23,Index Numbers,1,Selected period with the corresponding period last year,-0.5
13,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",5/1/14,Index Numbers,1,Selected period with the corresponding period last year,0.3
13,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",4/1/14,Index Numbers,1,Selected period with the corresponding period last year,0.9
06.2.1.9.0,Other preventive services,1/1/24,Index Numbers,5,Selected period with the corresponding period last year,-8
6/2/02,Outpatient dental services,2/1/25,Index Numbers,3,Selected period with the corresponding period last year,0
6/2/02,Outpatient dental services,4/1/18,Index Numbers,3,Selected period with the corresponding period last year,19.5
6/2/02,Outpatient dental services,3/1/18,Index Numbers,3,Selected period with the corresponding period last year,19.8
6/2/02,Outpatient dental services,2/1/18,Index Numbers,3,Selected period with the corresponding period last year,19.1
6/2/02,Outpatient dental services,1/1/18,Index Numbers,3,Selected period with the corresponding period last year,18.7
6/2/02,Outpatient dental services,12/1/17,Index Numbers,3,Selected period with the corresponding period last year,-0.2
6/2/02,Outpatient dental services,11/1/17,Index Numbers,3,Selected period with the corresponding period last year,-0.2
01.1.3.1.0,"Live, fresh, chilled or frozen fish",6/1/26,Index Numbers,5,Selected period with the corresponding period last year,0.2
01.1.3.1.0,"Live, fresh, chilled or frozen fish",5/1/26,Index Numbers,5,Selected period with the corresponding period last year,0.8
01.1.3.1.0,"Live, fresh, chilled or frozen fish",4/1/26,Index Numbers,5,Selected period with the corresponding period last year,1.9
01.1.3.1.0,"Live, fresh, chilled or frozen fish",3/1/26,Index Numbers,5,Selected period with the corresponding period last year,0.2
01.1.3.1.0,"Live, fresh, chilled or frozen fish",7/1/24,Index Numbers,5,Selected period with the corresponding period last year,-0.7
01.1.3.1.0,"Live, fresh, chilled or frozen fish",6/1/24,Index Numbers,5,Selected period with the corresponding period last year,-3.4
01.1.3.1.0,"Live, fresh, chilled or frozen fish",1/1/25,Index Numbers,5,Selected period with the corresponding period last year,1.6
01.1.3.1.0,"Live, fresh, chilled or frozen fish",12/1/24,Index Numbers,5,Selected period with the corresponding period last year,0.5
01.1.3.1.0,"Live, fresh, chilled or frozen fish",11/1/24,Index Numbers,5,Selected period with the corresponding period last year,0.5
01.1.3.1.0,"Live, fresh, chilled or frozen fish",8/1/25,Index Numbers,5,Selected period with the corresponding period last year,4.8
01.1.3.1.0,"Live, fresh, chilled or frozen fish",10/1/25,Index Numbers,5,Selected period with the corresponding period last year,4.5
01.1.3.1.0,"Live, fresh, chilled or frozen fish",9/1/25,Index Numbers,5,Selected period with the corresponding period last year,3.5
01.1.3.1.0,"Live, fresh, chilled or frozen fish",7/1/25,Index Numbers,5,Selected period with the corresponding period last year,5.9
01.1.3.1.0,"Live, fresh, chilled or frozen fish",6/1/25,Index Numbers,5,Selected period with the corresponding period last year,5.4
01.1.3.1.0,"Live, fresh, chilled or frozen fish",5/1/25,Index Numbers,5,Selected period with the corresponding period last year,4.6
01.2.2.0.0,"Coffee, by types (raw beans or prepared)",2/1/23,Index Numbers,5,Selected period with the corresponding period last year,7.2
01.2.2.0.0,"Coffee, by types (raw beans or prepared)",1/1/23,Index Numbers,5,Selected period with the corresponding period last year,7.5
01.2.2.0.0,"Coffee, by types (raw beans or prepared)",12/1/22,Index Numbers,5,Selected period with the corresponding period last year,8.9
01.2.2.0.0,"Coffee, by types (raw beans or prepared)",7/1/23,Index Numbers,5,Selected period with the corresponding period last year,2.7
01.2.2.0.0,"Coffee, by types (raw beans or prepared)",6/1/23,Index Numbers,5,Selected period with the corresponding period last year,1.6
01.2.2.0.0,"Coffee, by types (raw beans or prepared)",5/1/23,Index Numbers,5,Selected period with the corresponding period last year,1.6
01.2.2.0.0,"Coffee, by types (raw beans or prepared)",4/1/23,Index Numbers,5,Selected period with the corresponding period last year,3.4
01.2.2.0.0,"Coffee, by types (raw beans or prepared)",10/1/21,Index Numbers,5,Selected period with the corresponding period last year,1.8
01.2.2.0.0,"Coffee, by types (raw beans or prepared)",9/1/21,Index Numbers,5,Selected period with the corresponding period last year,0.6
01.2.2.0.0,"Coffee, by types (raw beans or prepared)",8/1/21,Index Numbers,5,Selected period with the corresponding period last year,1.1
01.2.2.0.0,"Coffee, by types (raw beans or prepared)",7/1/21,Index Numbers,5,Selected period with the corresponding period last year,0.8
01.2.2.0.0,"Coffee, by types (raw beans or prepared)",6/1/21,Index Numbers,5,Selected period with the corresponding period last year,9
01.2.2.0.0,"Coffee, by types (raw beans or prepared)",11/1/22,Index Numbers,5,Selected period with the corresponding period last year,7.4
01.2.2.0.0,"Coffee, by types (raw beans or prepared)",10/1/22,Index Numbers,5,Selected period with the corresponding period last year,6.8
01.2.2.0.0,"Coffee, by types (raw beans or prepared)",9/1/22,Index Numbers,5,Selected period with the corresponding period last year,6
01.2.2.0.0,"Coffee, by types (raw beans or prepared)",8/1/22,Index Numbers,5,Selected period with the corresponding period last year,5.1
01.2.2.0.0,"Coffee, by types (raw beans or prepared)",7/1/22,Index Numbers,5,Selected period with the corresponding period last year,5
01.2.2.0.0,"Coffee, by types (raw beans or prepared)",6/1/22,Index Numbers,5,Selected period with the corresponding period last year,5.7
01.1.6.5.2,Fresh kiwi,9/1/21,Index Numbers,5,Selected period with the corresponding period last year,2.2
01.1.6.5.2,Fresh kiwi,11/1/22,Index Numbers,5,Selected period with the corresponding period last year,-26.2
01.1.6.5.2,Fresh kiwi,10/1/22,Index Numbers,5,Selected period with the corresponding period last year,-21.5
01.1.6.5.2,Fresh kiwi,9/1/22,Index Numbers,5,Selected period with the corresponding period last year,-18.3
01.1.6.5.2,Fresh kiwi,8/1/22,Index Numbers,5,Selected period with the corresponding period last year,-23.9
01.1.6.5.2,Fresh kiwi,7/1/22,Index Numbers,5,Selected period with the corresponding period last year,-23.8
01.1.6.5.2,Fresh kiwi,6/1/22,Index Numbers,5,Selected period with the corresponding period last year,-28
01.1.6.5.2,Fresh kiwi,5/1/22,Index Numbers,5,Selected period with the corresponding period last year,-18.3
01.1.6.5.2,Fresh kiwi,4/1/22,Index Numbers,5,Selected period with the corresponding period last year,-10.4
01.1.6.5.2,Fresh kiwi,3/1/22,Index Numbers,5,Selected period with the corresponding period last year,-3.8
01.1.6.5.2,Fresh kiwi,2/1/22,Index Numbers,5,Selected period with the corresponding period last year,0.3
01.1.6.5.2,Fresh kiwi,1/1/22,Index Numbers,5,Selected period with the corresponding period last year,0.6
01.1.6.5.2,Fresh kiwi,10/1/23,Index Numbers,5,Selected period with the corresponding period last year,-3
01.1.6.5.2,Fresh kiwi,9/1/23,Index Numbers,5,Selected period with the corresponding period last year,-5.2
01.1.6.5.2,Fresh kiwi,8/1/23,Index Numbers,5,Selected period with the corresponding period last year,4.1
01.1.6.5.2,Fresh kiwi,7/1/23,Index Numbers,5,Selected period with the corresponding period last year,-5.1
01.1.6.5.2,Fresh kiwi,6/1/23,Index Numbers,5,Selected period with the corresponding period last year,-4.7
01.1.6.5.2,Fresh kiwi,5/1/23,Index Numbers,5,Selected period with the corresponding period last year,-12.8
01.1.6.5.2,Fresh kiwi,4/1/23,Index Numbers,5,Selected period with the corresponding period last year,-11.9
01.1.6.5.2,Fresh kiwi,3/1/23,Index Numbers,5,Selected period with the corresponding period last year,-21.7
01.1.6.5.2,Fresh kiwi,2/1/23,Index Numbers,5,Selected period with the corresponding period last year,-20.6
05.3.1,Major household appliances,10/1/23,Index Numbers,3,Selected period with the corresponding period last year,-6.7
05.3.1,Major household appliances,9/1/23,Index Numbers,3,Selected period with the corresponding period last year,-6.6
05.3.1,Major household appliances,8/1/23,Index Numbers,3,Selected period with the corresponding period last year,-5.7
05.3.1,Major household appliances,7/1/23,Index Numbers,3,Selected period with the corresponding period last year,-4.4
05.3.1,Major household appliances,6/1/23,Index Numbers,3,Selected period with the corresponding period last year,-3.3
05.3.1,Major household appliances,5/1/23,Index Numbers,3,Selected period with the corresponding period last year,-2.2
05.3.1,Major household appliances,11/1/24,Index Numbers,3,Selected period with the corresponding period last year,-3.8
05.3.1,Major household appliances,10/1/24,Index Numbers,3,Selected period with the corresponding period last year,-4.1
05.3.1,Major household appliances,9/1/24,Index Numbers,3,Selected period with the corresponding period last year,-5
05.3.1,Major household appliances,8/1/24,Index Numbers,3,Selected period with the corresponding period last year,-5.2
05.3.1,Major household appliances,7/1/19,Index Numbers,3,Selected period with the corresponding period last year,-1.7
