,,,,,,
CL_ADMIN_PRICES_EN,Index Numbers,,,,,
Indicator Name,Selected period with the corresponding period last year,,,,,
,,,,,,
Item Code,Item Name,YEAR_MONTH,CL_ADMIN_PRICES_E,D_BASKET_LVL,Indicator Name,OBS_VALUE
03.1.4.2.0,"Repair, tailoring and hire of clothing",2/1/20,Index Numbers,5,Selected period with the corresponding period last year,4.1
03.1.4.2.0,"Repair, tailoring and hire of clothing",1/1/20,Index Numbers,5,Selected period with the corresponding period last year,4.2
03.1.4.2.0,"Repair, tailoring and hire of clothing",12/1/19,Index Numbers,5,Selected period with the corresponding period last year,8.7
03.1.4.2.0,"Repair, tailoring and hire of clothing",11/1/19,Index Numbers,5,Selected period with the corresponding period last year,8.3
03.1.4.2.0,"Repair, tailoring and hire of clothing",11/1/20,Index Numbers,5,Selected period with the corresponding period last year,5.9
03.1.4.2.0,"Repair, tailoring and hire of clothing",10/1/20,Index Numbers,5,Selected period with the corresponding period last year,5
03.1.4.2.0,"Repair, tailoring and hire of clothing",9/1/20,Index Numbers,5,Selected period with the corresponding period last year,5.4
03.1.4.2.0,"Repair, tailoring and hire of clothing",8/1/20,Index Numbers,5,Selected period with the corresponding period last year,5.4
03.1.4.2.0,"Repair, tailoring and hire of clothing",7/1/20,Index Numbers,5,Selected period with the corresponding period last year,6.9
03.1.4.2.0,"Repair, tailoring and hire of clothing",6/1/20,Index Numbers,5,Selected period with the corresponding period last year,0.8
03.1.4.2.0,"Repair, tailoring and hire of clothing",6/1/19,Index Numbers,5,Selected period with the corresponding period last year,6.6
03.1.4.2.0,"Repair, tailoring and hire of clothing",5/1/19,Index Numbers,5,Selected period with the corresponding period last year,12.9
08.3.3.0,Internet access provision services and net storage services,4/1/17,Index Numbers,4,Selected period with the corresponding period last year,0
08.3.3.0,Internet access provision services and net storage services,3/1/17,Index Numbers,4,Selected period with the corresponding period last year,0
08.3.3.0,Internet access provision services and net storage services,2/1/17,Index Numbers,4,Selected period with the corresponding period last year,0
08.3.3.0,Internet access provision services and net storage services,1/1/17,Index Numbers,4,Selected period with the corresponding period last year,0
08.3.3.0,Internet access provision services and net storage services,4/1/16,Index Numbers,4,Selected period with the corresponding period last year,0
08.3.3.0,Internet access provision services and net storage services,3/1/16,Index Numbers,4,Selected period with the corresponding period last year,0
08.3.3.0,Internet access provision services and net storage services,12/1/24,Index Numbers,4,Selected period with the corresponding period last year,0
08.3.3.0,Internet access provision services and net storage services,11/1/24,Index Numbers,4,Selected period with the corresponding period last year,0
08.3.3.0,Internet access provision services and net storage services,10/1/24,Index Numbers,4,Selected period with the corresponding period last year,0
08.3.3.0,Internet access provision services and net storage services,12/1/16,Index Numbers,4,Selected period with the corresponding period last year,0
08.3.3.0,Internet access provision services and net storage services,11/1/16,Index Numbers,4,Selected period with the corresponding period last year,0
08.3.3.0,Internet access provision services and net storage services,4/1/14,Index Numbers,4,Selected period with the corresponding period last year,0
08.3.3.0,Internet access provision services and net storage services,3/1/14,Index Numbers,4,Selected period with the corresponding period last year,0
08.3.3.0,Internet access provision services and net storage services,2/1/14,Index Numbers,4,Selected period with the corresponding period last year,0
01,FOOD AND BEVERAGES,8/1/14,Index Numbers,1,Selected period with the corresponding period last year,1.1
01,FOOD AND BEVERAGES,7/1/14,Index Numbers,1,Selected period with the corresponding period last year,1.1
01,FOOD AND BEVERAGES,6/1/14,Index Numbers,1,Selected period with the corresponding period last year,1.2
01,FOOD AND BEVERAGES,5/1/14,Index Numbers,1,Selected period with the corresponding period last year,1.3
01,FOOD AND BEVERAGES,4/1/14,Index Numbers,1,Selected period with the corresponding period last year,1.5
01,FOOD AND BEVERAGES,3/1/14,Index Numbers,1,Selected period with the corresponding period last year,1.2
01,FOOD AND BEVERAGES,2/1/14,Index Numbers,1,Selected period with the corresponding period last year,1.5
01,FOOD AND BEVERAGES,1/1/14,Index Numbers,1,Selected period with the corresponding period last year,1.4
05.4.0.1.0,"Glassware, crystal-ware, ceramic ware and chinaware",4/1/17,Index Numbers,5,Selected period with the corresponding period last year,-0.6
05.4.0.1.0,"Glassware, crystal-ware, ceramic ware and chinaware",6/1/23,Index Numbers,5,Selected period with the corresponding period last year,-4.4
05.4.0.1.0,"Glassware, crystal-ware, ceramic ware and chinaware",5/1/23,Index Numbers,5,Selected period with the corresponding period last year,-1.1
05.4.0.1.0,"Glassware, crystal-ware, ceramic ware and chinaware",4/1/23,Index Numbers,5,Selected period with the corresponding period last year,-0.1
05.4.0.1.0,"Glassware, crystal-ware, ceramic ware and chinaware",10/1/20,Index Numbers,5,Selected period with the corresponding period last year,8.9
05.4.0.1.0,"Glassware, crystal-ware, ceramic ware and chinaware",9/1/20,Index Numbers,5,Selected period with the corresponding period last year,9.8
05.4.0.1.0,"Glassware, crystal-ware, ceramic ware and chinaware",8/1/20,Index Numbers,5,Selected period with the corresponding period last year,10.5
05.4.0.1.0,"Glassware, crystal-ware, ceramic ware and chinaware",7/1/20,Index Numbers,5,Selected period with the corresponding period last year,9.6
05.4.0.1.0,"Glassware, crystal-ware, ceramic ware and chinaware",6/1/20,Index Numbers,5,Selected period with the corresponding period last year,-0.6
05.4.0.1.0,"Glassware, crystal-ware, ceramic ware and chinaware",5/1/20,Index Numbers,5,Selected period with the corresponding period last year,0.3
05.4.0.1.0,"Glassware, crystal-ware, ceramic ware and chinaware",4/1/20,Index Numbers,5,Selected period with the corresponding period last year,-0.6
05.4.0.1.0,"Glassware, crystal-ware, ceramic ware and chinaware",3/1/20,Index Numbers,5,Selected period with the corresponding period last year,-0.8
05.4.0.1.0,"Glassware, crystal-ware, ceramic ware and chinaware",4/1/18,Index Numbers,5,Selected period with the corresponding period last year,-0.3
05.4.0.1.0,"Glassware, crystal-ware, ceramic ware and chinaware",3/1/18,Index Numbers,5,Selected period with the corresponding period last year,-0.4
08.1.5.0,Unrecorded recording media,1/1/26,Index Numbers,4,Selected period with the corresponding period last year,-2.7
08.1.5.0.2,"External hard drives and solid state disks, NAS (network attached storage); USB keys/flash drives; SD cards, compact flash, etc.",10/1/24,Index Numbers,5,Selected period with the corresponding period last year,-3.6
08.1.5.0.2,"External hard drives and solid state disks, NAS (network attached storage); USB keys/flash drives; SD cards, compact flash, etc.",9/1/24,Index Numbers,5,Selected period with the corresponding period last year,-3.6
08.1.5.0.2,"External hard drives and solid state disks, NAS (network attached storage); USB keys/flash drives; SD cards, compact flash, etc.",7/1/25,Index Numbers,5,Selected period with the corresponding period last year,-4.6
11.2,ACCOMMODATION SERVICES,11/1/23,Index Numbers,2,Selected period with the corresponding period last year,6.8
11.2,ACCOMMODATION SERVICES,10/1/23,Index Numbers,2,Selected period with the corresponding period last year,3.8
11.2,ACCOMMODATION SERVICES,9/1/23,Index Numbers,2,Selected period with the corresponding period last year,5.6
11.2,ACCOMMODATION SERVICES,8/1/23,Index Numbers,2,Selected period with the corresponding period last year,5.3
11.2,ACCOMMODATION SERVICES,7/1/23,Index Numbers,2,Selected period with the corresponding period last year,3.4
11.2,ACCOMMODATION SERVICES,6/1/23,Index Numbers,2,Selected period with the corresponding period last year,7.3
11.2,ACCOMMODATION SERVICES,5/1/23,Index Numbers,2,Selected period with the corresponding period last year,3.9
08.3.1.0,Fixed communication services,11/1/15,Index Numbers,4,Selected period with the corresponding period last year,0
09.4.6.9.0,Other sporting services - practice,2/1/14,Index Numbers,5,Selected period with the corresponding period last year,0
09.4.6.9.0,Other sporting services - practice,1/1/14,Index Numbers,5,Selected period with the corresponding period last year,0
09.4.6.9.0,Other sporting services - practice,6/1/14,Index Numbers,5,Selected period with the corresponding period last year,0
09.4.6.9.0,Other sporting services - practice,5/1/14,Index Numbers,5,Selected period with the corresponding period last year,0
09.4.6.9.0,Other sporting services - practice,4/1/14,Index Numbers,5,Selected period with the corresponding period last year,0
09.4.6.9.0,Other sporting services - practice,3/1/14,Index Numbers,5,Selected period with the corresponding period last year,0
09.4.6.9.0,Other sporting services - practice,4/1/21,Index Numbers,5,Selected period with the corresponding period last year,-1.2
09.4.6.9.0,Other sporting services - practice,12/1/21,Index Numbers,5,Selected period with the corresponding period last year,-2
09.4.6.9.0,Other sporting services - practice,11/1/21,Index Numbers,5,Selected period with the corresponding period last year,-0.9
09.4.6.9.0,Other sporting services - practice,10/1/21,Index Numbers,5,Selected period with the corresponding period last year,-1
09.4.6.9.0,Other sporting services - practice,9/1/21,Index Numbers,5,Selected period with the corresponding period last year,2.8
09.4.6.9.0,Other sporting services - practice,8/1/21,Index Numbers,5,Selected period with the corresponding period last year,2.9
09.4.6.9.0,Other sporting services - practice,7/1/21,Index Numbers,5,Selected period with the corresponding period last year,2.3
09.4.6.9.0,Other sporting services - practice,6/1/21,Index Numbers,5,Selected period with the corresponding period last year,-2.2
09.4.6.9.0,Other sporting services - practice,9/1/22,Index Numbers,5,Selected period with the corresponding period last year,-3.3
09.4.6.9.0,Other sporting services - practice,8/1/22,Index Numbers,5,Selected period with the corresponding period last year,-1.4
09.4.6.9.0,Other sporting services - practice,7/1/22,Index Numbers,5,Selected period with the corresponding period last year,0.2
03.1.4.2.0,"Repair, tailoring and hire of clothing",4/1/19,Index Numbers,5,Selected period with the corresponding period last year,11.8
03.1.4.2.0,"Repair, tailoring and hire of clothing",3/1/19,Index Numbers,5,Selected period with the corresponding period last year,11.5
03.1.4.2.0,"Repair, tailoring and hire of clothing",2/1/19,Index Numbers,5,Selected period with the corresponding period last year,11.5
03.1.4.2.0,"Repair, tailoring and hire of clothing",1/1/19,Index Numbers,5,Selected period with the corresponding period last year,11.9
03.1.4.2.0,"Repair, tailoring and hire of clothing",12/1/18,Index Numbers,5,Selected period with the corresponding period last year,6.6
03.1.4.2.0,"Repair, tailoring and hire of clothing",11/1/18,Index Numbers,5,Selected period with the corresponding period last year,7.3
03.1.4.2.0,"Repair, tailoring and hire of clothing",10/1/18,Index Numbers,5,Selected period with the corresponding period last year,3.9
03.1.4.2.0,"Repair, tailoring and hire of clothing",10/1/19,Index Numbers,5,Selected period with the corresponding period last year,8.4
03.1.4.2.0,"Repair, tailoring and hire of clothing",9/1/19,Index Numbers,5,Selected period with the corresponding period last year,8
03.1.4.2.0,"Repair, tailoring and hire of clothing",8/1/19,Index Numbers,5,Selected period with the corresponding period last year,7.1
03.1.4.2.0,"Repair, tailoring and hire of clothing",7/1/19,Index Numbers,5,Selected period with the corresponding period last year,7.2
03.1.4.2.0,"Repair, tailoring and hire of clothing",10/1/17,Index Numbers,5,Selected period with the corresponding period last year,1.5
03.1.4.2.0,"Repair, tailoring and hire of clothing",9/1/17,Index Numbers,5,Selected period with the corresponding period last year,3
03.1.4.2.0,"Repair, tailoring and hire of clothing",8/1/17,Index Numbers,5,Selected period with the corresponding period last year,3.2
03.1.4.2.0,"Repair, tailoring and hire of clothing",7/1/17,Index Numbers,5,Selected period with the corresponding period last year,2.2
03.1.4.2.0,"Repair, tailoring and hire of clothing",9/1/18,Index Numbers,5,Selected period with the corresponding period last year,2.1
03.1.4.2.0,"Repair, tailoring and hire of clothing",8/1/18,Index Numbers,5,Selected period with the corresponding period last year,2.1
08.3.3.0,Internet access provision services and net storage services,1/1/14,Index Numbers,4,Selected period with the corresponding period last year,0
08.3.3.0,Internet access provision services and net storage services,7/1/25,Index Numbers,4,Selected period with the corresponding period last year,0
08.3.3.0,Internet access provision services and net storage services,6/1/25,Index Numbers,4,Selected period with the corresponding period last year,0
08.3.3.0,Internet access provision services and net storage services,5/1/25,Index Numbers,4,Selected period with the corresponding period last year,0
08.3.3.0,Internet access provision services and net storage services,4/1/25,Index Numbers,4,Selected period with the corresponding period last year,0
08.3.3.0,Internet access provision services and net storage services,3/1/25,Index Numbers,4,Selected period with the corresponding period last year,0.1
08.3.3.0,Internet access provision services and net storage services,2/1/25,Index Numbers,4,Selected period with the corresponding period last year,0
08.3.3.0,Internet access provision services and net storage services,1/1/25,Index Numbers,4,Selected period with the corresponding period last year,0
08.3.3.0,Internet access provision services and net storage services,7/1/20,Index Numbers,4,Selected period with the corresponding period last year,0
08.3.3.0,Internet access provision services and net storage services,6/1/20,Index Numbers,4,Selected period with the corresponding period last year,0
08.3.3.0,Internet access provision services and net storage services,5/1/20,Index Numbers,4,Selected period with the corresponding period last year,0
08.3.3.0,Internet access provision services and net storage services,9/1/19,Index Numbers,4,Selected period with the corresponding period last year,0
08.3.3.0,Internet access provision services and net storage services,8/1/19,Index Numbers,4,Selected period with the corresponding period last year,0
08.3.3.0,Internet access provision services and net storage services,7/1/19,Index Numbers,4,Selected period with the corresponding period last year,0
11.1,FOOD AND BEVERAGE SERVING SERVICES,7/1/25,Index Numbers,2,Selected period with the corresponding period last year,1.5
11.1,FOOD AND BEVERAGE SERVING SERVICES,6/1/25,Index Numbers,2,Selected period with the corresponding period last year,1.7
11.1,FOOD AND BEVERAGE SERVING SERVICES,5/1/25,Index Numbers,2,Selected period with the corresponding period last year,1.5
11.1,FOOD AND BEVERAGE SERVING SERVICES,4/1/25,Index Numbers,2,Selected period with the corresponding period last year,1.7
11.1,FOOD AND BEVERAGE SERVING SERVICES,3/1/25,Index Numbers,2,Selected period with the corresponding period last year,1.3
11.1,FOOD AND BEVERAGE SERVING SERVICES,2/1/25,Index Numbers,2,Selected period with the corresponding period last year,0.8
11.1,FOOD AND BEVERAGE SERVING SERVICES,1/1/25,Index Numbers,2,Selected period with the corresponding period last year,0.6
11.1,FOOD AND BEVERAGE SERVING SERVICES,12/1/24,Index Numbers,2,Selected period with the corresponding period last year,0.5
11.1,FOOD AND BEVERAGE SERVING SERVICES,11/1/24,Index Numbers,2,Selected period with the corresponding period last year,0.9
01,FOOD AND BEVERAGES,11/1/14,Index Numbers,1,Selected period with the corresponding period last year,1.3
05.4.0.1.0,"Glassware, crystal-ware, ceramic ware and chinaware",11/1/23,Index Numbers,5,Selected period with the corresponding period last year,-4.2
05.4.0.1.0,"Glassware, crystal-ware, ceramic ware and chinaware",5/1/21,Index Numbers,5,Selected period with the corresponding period last year,9
05.4.0.1.0,"Glassware, crystal-ware, ceramic ware and chinaware",4/1/21,Index Numbers,5,Selected period with the corresponding period last year,9.1
05.4.0.1.0,"Glassware, crystal-ware, ceramic ware and chinaware",11/1/21,Index Numbers,5,Selected period with the corresponding period last year,-3.7
05.4.0.1.0,"Glassware, crystal-ware, ceramic ware and chinaware",10/1/21,Index Numbers,5,Selected period with the corresponding period last year,-2.3
05.4.0.1.0,"Glassware, crystal-ware, ceramic ware and chinaware",9/1/21,Index Numbers,5,Selected period with the corresponding period last year,-2.7
05.4.0.1.0,"Glassware, crystal-ware, ceramic ware and chinaware",8/1/21,Index Numbers,5,Selected period with the corresponding period last year,-3.8
05.4.0.1.0,"Glassware, crystal-ware, ceramic ware and chinaware",7/1/21,Index Numbers,5,Selected period with the corresponding period last year,-3
05.4.0.1.0,"Glassware, crystal-ware, ceramic ware and chinaware",12/1/18,Index Numbers,5,Selected period with the corresponding period last year,-0.4
05.4.0.1.0,"Glassware, crystal-ware, ceramic ware and chinaware",11/1/18,Index Numbers,5,Selected period with the corresponding period last year,-1.1
05.4.0.1.0,"Glassware, crystal-ware, ceramic ware and chinaware",10/1/18,Index Numbers,5,Selected period with the corresponding period last year,-2.3
05.4.0.1.0,"Glassware, crystal-ware, ceramic ware and chinaware",9/1/18,Index Numbers,5,Selected period with the corresponding period last year,-1.9
05.4.0.1.0,"Glassware, crystal-ware, ceramic ware and chinaware",8/1/18,Index Numbers,5,Selected period with the corresponding period last year,-2.4
05.4.0.1.0,"Glassware, crystal-ware, ceramic ware and chinaware",7/1/18,Index Numbers,5,Selected period with the corresponding period last year,-1.2
08.1.5.0.2,"External hard drives and solid state disks, NAS (network attached storage); USB keys/flash drives; SD cards, compact flash, etc.",2/1/26,Index Numbers,5,Selected period with the corresponding period last year,-1.3
08.1.5.0.2,"External hard drives and solid state disks, NAS (network attached storage); USB keys/flash drives; SD cards, compact flash, etc.",1/1/26,Index Numbers,5,Selected period with the corresponding period last year,-2.7
08.1.5.0.2,"External hard drives and solid state disks, NAS (network attached storage); USB keys/flash drives; SD cards, compact flash, etc.",1/1/24,Index Numbers,5,Selected period with the corresponding period last year,7.1
08.1.5.0.2,"External hard drives and solid state disks, NAS (network attached storage); USB keys/flash drives; SD cards, compact flash, etc.",8/1/24,Index Numbers,5,Selected period with the corresponding period last year,-2.6
08.1.5.0.2,"External hard drives and solid state disks, NAS (network attached storage); USB keys/flash drives; SD cards, compact flash, etc.",7/1/24,Index Numbers,5,Selected period with the corresponding period last year,-0.2
08.1.5.0.2,"External hard drives and solid state disks, NAS (network attached storage); USB keys/flash drives; SD cards, compact flash, etc.",6/1/24,Index Numbers,5,Selected period with the corresponding period last year,-2.9
08.1.5.0.2,"External hard drives and solid state disks, NAS (network attached storage); USB keys/flash drives; SD cards, compact flash, etc.",5/1/26,Index Numbers,5,Selected period with the corresponding period last year,0.8
08.1.5.0.2,"External hard drives and solid state disks, NAS (network attached storage); USB keys/flash drives; SD cards, compact flash, etc.",4/1/26,Index Numbers,5,Selected period with the corresponding period last year,-1.7
08.1.5.0.2,"External hard drives and solid state disks, NAS (network attached storage); USB keys/flash drives; SD cards, compact flash, etc.",3/1/26,Index Numbers,5,Selected period with the corresponding period last year,-1
08.1.5.0.2,"External hard drives and solid state disks, NAS (network attached storage); USB keys/flash drives; SD cards, compact flash, etc.",7/1/26,Index Numbers,5,Selected period with the corresponding period last year,1.3
11.1.1,"Restaurants, caf?s and the like",7/1/26,Index Numbers,3,Selected period with the corresponding period last year,0.1
11.1.1,"Restaurants, caf?s and the like",6/1/26,Index Numbers,3,Selected period with the corresponding period last year,-0.2
11.1.1,"Restaurants, caf?s and the like",5/1/26,Index Numbers,3,Selected period with the corresponding period last year,-0.2
11.1.1,"Restaurants, caf?s and the like",4/1/26,Index Numbers,3,Selected period with the corresponding period last year,0
11.1.1,"Restaurants, caf?s and the like",3/1/26,Index Numbers,3,Selected period with the corresponding period last year,0.4
09.8,PACKAGE HOLIDAYS,1/1/14,Index Numbers,2,Selected period with the corresponding period last year,-2.5
11.2,ACCOMMODATION SERVICES,4/1/23,Index Numbers,2,Selected period with the corresponding period last year,8.2
11.2,ACCOMMODATION SERVICES,3/1/23,Index Numbers,2,Selected period with the corresponding period last year,6.7
11.2,ACCOMMODATION SERVICES,2/1/23,Index Numbers,2,Selected period with the corresponding period last year,7.4
09.4.6.9.0,Other sporting services - practice,6/1/22,Index Numbers,5,Selected period with the corresponding period last year,0.6
09.4.6.9.0,Other sporting services - practice,5/1/22,Index Numbers,5,Selected period with the corresponding period last year,0.1
09.4.6.9.0,Other sporting services - practice,4/1/22,Index Numbers,5,Selected period with the corresponding period last year,-0.5
09.4.6.9.0,Other sporting services - practice,3/1/22,Index Numbers,5,Selected period with the corresponding period last year,0.3
09.4.6.9.0,Other sporting services - practice,2/1/22,Index Numbers,5,Selected period with the corresponding period last year,-3.5
09.4.6.9.0,Other sporting services - practice,1/1/22,Index Numbers,5,Selected period with the corresponding period last year,-6.4
09.4.6.9.0,Other sporting services - practice,4/1/24,Index Numbers,5,Selected period with the corresponding period last year,6.3
09.4.6.9.0,Other sporting services - practice,12/1/24,Index Numbers,5,Selected period with the corresponding period last year,-1.4
09.4.6.9.0,Other sporting services - practice,11/1/24,Index Numbers,5,Selected period with the corresponding period last year,-1.1
09.4.6.9.0,Other sporting services - practice,10/1/24,Index Numbers,5,Selected period with the corresponding period last year,-2
09.4.6.9.0,Other sporting services - practice,9/1/24,Index Numbers,5,Selected period with the corresponding period last year,2.2
09.4.6.9.0,Other sporting services - practice,2/1/19,Index Numbers,5,Selected period with the corresponding period last year,2.8
09.4.6.9.0,Other sporting services - practice,1/1/19,Index Numbers,5,Selected period with the corresponding period last year,2.6
09.4.6.9.0,Other sporting services - practice,4/1/20,Index Numbers,5,Selected period with the corresponding period last year,0.2
09.4.6.9.0,Other sporting services - practice,3/1/20,Index Numbers,5,Selected period with the corresponding period last year,-0.1
09.4.6.9.0,Other sporting services - practice,2/1/20,Index Numbers,5,Selected period with the corresponding period last year,-2.4
09.4.6.9.0,Other sporting services - practice,1/1/20,Index Numbers,5,Selected period with the corresponding period last year,-1.5
09.4.6.9.0,Other sporting services - practice,12/1/19,Index Numbers,5,Selected period with the corresponding period last year,-1.9
09.6,Cultural services,3/1/24,Index Numbers,2,Selected period with the corresponding period last year,1.2
09.6,Cultural services,2/1/24,Index Numbers,2,Selected period with the corresponding period last year,0.4
09.6,Cultural services,1/1/24,Index Numbers,2,Selected period with the corresponding period last year,-1
09.6,Cultural services,12/1/23,Index Numbers,2,Selected period with the corresponding period last year,0.9
03.1.4.2.0,"Repair, tailoring and hire of clothing",7/1/18,Index Numbers,5,Selected period with the corresponding period last year,1.4
03.1.4.2.0,"Repair, tailoring and hire of clothing",6/1/18,Index Numbers,5,Selected period with the corresponding period last year,2.9
03.1.4.2.0,"Repair, tailoring and hire of clothing",5/1/18,Index Numbers,5,Selected period with the corresponding period last year,3
03.1.4.2.0,"Repair, tailoring and hire of clothing",4/1/18,Index Numbers,5,Selected period with the corresponding period last year,1.1
03.1.4.2.0,"Repair, tailoring and hire of clothing",3/1/18,Index Numbers,5,Selected period with the corresponding period last year,1.2
03.1.4.2.0,"Repair, tailoring and hire of clothing",2/1/18,Index Numbers,5,Selected period with the corresponding period last year,0.5
03.1.4.2.0,"Repair, tailoring and hire of clothing",4/1/17,Index Numbers,5,Selected period with the corresponding period last year,0.4
03.1.4.2.0,"Repair, tailoring and hire of clothing",3/1/17,Index Numbers,5,Selected period with the corresponding period last year,0
03.1.4.2.0,"Repair, tailoring and hire of clothing",6/1/17,Index Numbers,5,Selected period with the corresponding period last year,0.6
03.1.4.2.0,"Repair, tailoring and hire of clothing",5/1/17,Index Numbers,5,Selected period with the corresponding period last year,-1.7
03.1.4.2.0,"Repair, tailoring and hire of clothing",1/1/18,Index Numbers,5,Selected period with the corresponding period last year,1
03.1.4.2.0,"Repair, tailoring and hire of clothing",12/1/17,Index Numbers,5,Selected period with the corresponding period last year,0.3
03.1.4.2.0,"Repair, tailoring and hire of clothing",11/1/17,Index Numbers,5,Selected period with the corresponding period last year,-0.3
03.1.4.2.0,"Repair, tailoring and hire of clothing",7/1/16,Index Numbers,5,Selected period with the corresponding period last year,-1.8
03.1.4.2.0,"Repair, tailoring and hire of clothing",6/1/16,Index Numbers,5,Selected period with the corresponding period last year,2.2
03.1.4.2.0,"Repair, tailoring and hire of clothing",5/1/16,Index Numbers,5,Selected period with the corresponding period last year,3.2
08.3.3.0,Internet access provision services and net storage services,6/1/19,Index Numbers,4,Selected period with the corresponding period last year,0
08.3.3.0,Internet access provision services and net storage services,5/1/19,Index Numbers,4,Selected period with the corresponding period last year,0
08.3.3.0,Internet access provision services and net storage services,2/1/16,Index Numbers,4,Selected period with the corresponding period last year,0
08.3.3.0,Internet access provision services and net storage services,1/1/16,Index Numbers,4,Selected period with the corresponding period last year,0
08.3.3.0,Internet access provision services and net storage services,12/1/15,Index Numbers,4,Selected period with the corresponding period last year,0
08.3.3.0,Internet access provision services and net storage services,11/1/15,Index Numbers,4,Selected period with the corresponding period last year,0
08.3.3.0,Internet access provision services and net storage services,10/1/15,Index Numbers,4,Selected period with the corresponding period last year,0
08.3.3.0,Internet access provision services and net storage services,9/1/15,Index Numbers,4,Selected period with the corresponding period last year,0
08.3.3.0,Internet access provision services and net storage services,8/1/15,Index Numbers,4,Selected period with the corresponding period last year,0
08.3.3.0,Internet access provision services and net storage services,3/1/20,Index Numbers,4,Selected period with the corresponding period last year,0
08.3.3.0,Internet access provision services and net storage services,2/1/20,Index Numbers,4,Selected period with the corresponding period last year,0
08.3.3.0,Internet access provision services and net storage services,1/1/20,Index Numbers,4,Selected period with the corresponding period last year,0
08.3.3.0,Internet access provision services and net storage services,10/1/16,Index Numbers,4,Selected period with the corresponding period last year,0
08.3.3.0,Internet access provision services and net storage services,9/1/16,Index Numbers,4,Selected period with the corresponding period last year,0
08.3.3.0,Internet access provision services and net storage services,8/1/16,Index Numbers,4,Selected period with the corresponding period last year,0
05.4.0.1.0,"Glassware, crystal-ware, ceramic ware and chinaware",6/1/18,Index Numbers,5,Selected period with the corresponding period last year,-0.5
05.4.0.1.0,"Glassware, crystal-ware, ceramic ware and chinaware",5/1/18,Index Numbers,5,Selected period with the corresponding period last year,-0.1
05.4.0.1.0,"Glassware, crystal-ware, ceramic ware and chinaware",7/1/19,Index Numbers,5,Selected period with the corresponding period last year,-0.9
05.4.0.1.0,"Glassware, crystal-ware, ceramic ware and chinaware",6/1/19,Index Numbers,5,Selected period with the corresponding period last year,-1.6
05.4.0.1.0,"Glassware, crystal-ware, ceramic ware and chinaware",5/1/19,Index Numbers,5,Selected period with the corresponding period last year,-2
05.4.0.1.0,"Glassware, crystal-ware, ceramic ware and chinaware",4/1/19,Index Numbers,5,Selected period with the corresponding period last year,-0.8
05.4.0.1.0,"Glassware, crystal-ware, ceramic ware and chinaware",3/1/19,Index Numbers,5,Selected period with the corresponding period last year,-0.4
05.4.0.1.0,"Glassware, crystal-ware, ceramic ware and chinaware",2/1/19,Index Numbers,5,Selected period with the corresponding period last year,0
05.4.0.1.0,"Glassware, crystal-ware, ceramic ware and chinaware",1/1/19,Index Numbers,5,Selected period with the corresponding period last year,1.3
05.4.0.1.0,"Glassware, crystal-ware, ceramic ware and chinaware",9/1/17,Index Numbers,5,Selected period with the corresponding period last year,-1.4
05.4.0.1.0,"Glassware, crystal-ware, ceramic ware and chinaware",8/1/17,Index Numbers,5,Selected period with the corresponding period last year,-0.9
05.4.0.1.0,"Glassware, crystal-ware, ceramic ware and chinaware",11/1/19,Index Numbers,5,Selected period with the corresponding period last year,0.7
05.4.0.1.0,"Glassware, crystal-ware, ceramic ware and chinaware",10/1/19,Index Numbers,5,Selected period with the corresponding period last year,1.3
05.4.0.1.0,"Glassware, crystal-ware, ceramic ware and chinaware",9/1/19,Index Numbers,5,Selected period with the corresponding period last year,0.6
05.4.0.1.0,"Glassware, crystal-ware, ceramic ware and chinaware",8/1/19,Index Numbers,5,Selected period with the corresponding period last year,0.6
08.1.5.0.2,"External hard drives and solid state disks, NAS (network attached storage); USB keys/flash drives; SD cards, compact flash, etc.",6/1/26,Index Numbers,5,Selected period with the corresponding period last year,1.2
08.1.5.0.2,"External hard drives and solid state disks, NAS (network attached storage); USB keys/flash drives; SD cards, compact flash, etc.",6/1/25,Index Numbers,5,Selected period with the corresponding period last year,-2
08.1.5.0.2,"External hard drives and solid state disks, NAS (network attached storage); USB keys/flash drives; SD cards, compact flash, etc.",5/1/25,Index Numbers,5,Selected period with the corresponding period last year,-1.9
08.1.5.0.2,"External hard drives and solid state disks, NAS (network attached storage); USB keys/flash drives; SD cards, compact flash, etc.",4/1/25,Index Numbers,5,Selected period with the corresponding period last year,1.1
08.1.5.0.2,"External hard drives and solid state disks, NAS (network attached storage); USB keys/flash drives; SD cards, compact flash, etc.",3/1/25,Index Numbers,5,Selected period with the corresponding period last year,-0.8
08.1.5.0.2,"External hard drives and solid state disks, NAS (network attached storage); USB keys/flash drives; SD cards, compact flash, etc.",12/1/25,Index Numbers,5,Selected period with the corresponding period last year,-2
08.1.5.0.2,"External hard drives and solid state disks, NAS (network attached storage); USB keys/flash drives; SD cards, compact flash, etc.",11/1/25,Index Numbers,5,Selected period with the corresponding period last year,-2.1
08.1.5.0.2,"External hard drives and solid state disks, NAS (network attached storage); USB keys/flash drives; SD cards, compact flash, etc.",10/1/25,Index Numbers,5,Selected period with the corresponding period last year,-1.9
08.1.5.0.2,"External hard drives and solid state disks, NAS (network attached storage); USB keys/flash drives; SD cards, compact flash, etc.",9/1/25,Index Numbers,5,Selected period with the corresponding period last year,-1.8
