symbol,year,quarter,year_quarter,quarter_open,quarter_high,quarter_low,quarter_close,avg_close,total_volume,usd_sar,eur_sar,gbp_sar,cny_sar,aed_sar,gdp_value,gdp_growth_rate,inflation_rate,unemployment_rate
1211,2014,Q3,2014-Q3,10.6657,13.4708,10.5732,12.546,12.15968,972817037,3.7499531255859297,4.971906028814358,6.261847313020899,0.6082294770482624,1.0211062665291577,759291.0,4.06,2.0,5.64
1211,2014,Q4,2014-Q4,12.5152,12.6693,7.7333,10.1667,10.7085,1092519214,3.7499531255859297,4.685021426334404,5.936901066706247,0.6099428642651714,1.0211062665291577,666024.0,-7.86,1.97,5.72
1211,2015,Q1,2015-Q1,10.3333,15.4,9.4667,12.6667,12.83280476190476,2439894657,3.7499531255859297,4.229134507623015,5.685558302873481,0.60178932024553,1.0211062665291577,669419.0,-12.25,1.53,5.68
1211,2015,Q2,2015-Q2,12.7,16.1333,11.8333,13.2133,14.517329230769231,1058802135,3.7499531255859297,4.143256508555142,5.742382823838839,0.6049622862521988,1.0211062665291577,684728.0,-10.34,1.23,5.74
1211,2015,Q3,2015-Q3,13.2333,15.0667,9.4333,9.72,11.984682258064517,825303384,3.7499531255859297,4.1669025646832365,5.81146349074398,0.5950148106947445,1.0211062665291577,644479.0,-15.12,0.97,5.82
1211,2015,Q4,2015-Q4,9.7333,12.5,9.1667,11.0567,10.763184848484848,785771799,3.7499531255859297,4.105224031446016,5.6907134360837,0.5865087683060861,1.0211062665291577,601678.0,-9.66,1.0,5.77
1211,2016,Q1,2016-Q1,11.0667,11.5667,8.7,9.4667,10.12426153846154,346131051,3.7499531255859297,4.133366945328273,5.372446316863342,0.5732240134247804,1.0211062665291577,608587.0,-9.09,3.4,5.72
1211,2016,Q2,2016-Q2,9.4333,13.6,9.4,12.2333,11.941991228070174,337594989,3.7499531255859297,4.232967654545184,5.381704805803252,0.5740741792158651,1.0211062665291577,654884.0,-4.36,3.17,5.7
1211,2016,Q3,2016-Q3,12.5,13.3,9.2667,10.1333,11.695556666666668,159592929,3.7499531255859297,4.1871263160433845,4.93156911808535,0.5625352731017034,1.0211062665291577,648526.0,0.63,2.93,5.81
1211,2016,Q4,2016-Q4,10.1667,13.8,9.5333,13.0,12.448150793650797,286294848,3.7499531255859297,4.047701279645562,4.660394046447919,0.5489941472450042,1.0211062665291577,672801.0,11.82,2.17,5.87
1211,2017,Q1,2017-Q1,13.0333,14.6,12.8333,13.6333,13.473846153846154,154882005,3.7499531255859297,3.995255412239332,4.643373441761262,0.5444649391802415,1.0211062665291577,670636.0,10.2,-0.7,5.8
1211,2017,Q2,2017-Q2,13.5,16.45,13.1667,16.3667,14.039075409836066,225830349,3.7499531255859297,4.120729215109764,4.7913650125049365,0.5463913254672996,1.0211062665291577,682872.0,4.27,-0.77,6.0
1211,2017,Q3,2017-Q3,16.1,18.0,15.7,17.4333,16.768966153846154,138329163,3.7499531255859297,4.399604609446621,4.902300351153905,0.5619010333482156,1.0211062665291577,697938.0,7.62,-0.9,5.8
1211,2017,Q4,2017-Q4,17.0667,19.0,16.0,17.3667,17.40176818181818,122183904,3.7499531255859297,4.41559800395772,4.978007487572566,0.5669772716067643,1.0211062665291577,728302.0,8.25,-1.03,6.0
1211,2018,Q1,2018-Q1,17.0667,19.0333,16.1,18.2333,17.530465625,101317665,3.7499531255859297,4.606775850666755,5.213870052978713,0.5894828401545231,1.0211062665291577,774359.0,15.47,2.97,6.1
1211,2018,Q2,2018-Q2,18.1,20.0,17.4,19.0667,18.73231076923077,67218927,3.7499531255859297,4.472570853386178,5.103697600869535,0.5882371953367658,1.0211062665291577,844768.0,23.71,2.47,6.0
1211,2018,Q3,2018-Q3,19.0,19.7,15.9,17.2667,18.26540303030303,54760851,3.7499531255859297,4.360108983767598,4.886170808847156,0.5510443788382188,1.0211062665291577,843111.0,20.8,2.3,6.0
1211,2018,Q4,2018-Q4,17.2667,17.4333,13.6333,16.4333,16.00025303030303,100973208,3.7499531255859297,4.28065858862964,4.825528303559299,0.5422638691352247,1.0211062665291577,862380.0,18.41,2.17,6.0
1211,2019,Q1,2019-Q1,16.3333,18.6667,16.1333,18.2667,18.0934875,77464839,3.7499531255859297,4.259953736902418,4.879471629125458,0.5555847066049762,1.0211062665291577,791540.0,2.22,-2.93,5.7
1211,2019,Q2,2019-Q2,18.2333,19.8667,14.6,16.2167,17.66411076923077,285709044,3.7499531255859297,4.213555981953015,4.8196063705662935,0.5496529937967733,1.0211062665291577,846688.0,0.23,-2.5,5.6
1211,2019,Q3,2019-Q3,16.2167,16.7333,13.6667,15.1333,15.56872,191604177,3.7499531255859297,4.170502849314746,4.62402411730144,0.5347938631241611,1.0211062665291577,837803.0,-0.63,-1.77,5.5
1211,2019,Q4,2019-Q4,15.1167,15.15,13.2,14.8,14.240660606060606,112556517,3.7499531255859297,4.151993656475779,4.824275755602191,0.5325519484165552,1.0211062665291577,857307.0,-0.59,-0.97,5.7
1211,2020,Q1,2020-Q1,14.7167,15.5,9.2667,10.3333,12.729486153846151,126444474,3.7499531255859297,4.135388060725674,4.7995881847852,0.537373119415527,1.0211062665291577,739156.0,-6.62,0.8,5.7
1211,2020,Q2,2020-Q2,10.3333,13.0667,10.2667,11.6,11.867776666666666,120425961,3.7499531255859297,4.125167556599792,4.651638296784747,0.5288480817052852,1.0211062665291577,646000.0,-23.7,0.47,9.0
1211,2020,Q3,2020-Q3,11.5333,14.6667,11.5,13.9167,12.924166666666668,127002588,3.7499531255859297,4.378371226867208,4.839364654543005,0.541610714943805,1.0211062665291577,733093.0,-12.5,5.9,8.5
1211,2020,Q4,2020-Q4,13.9333,14.3833,12.3333,13.5,13.555560606060606,209953584,3.7499531255859297,4.468998026354458,4.947845939136117,0.5659013670823787,1.0211062665291577,761568.0,-11.17,5.53,7.4
1211,2021,Q1,2021-Q1,13.5,19.1333,13.2833,19.0,15.805984375,182637354,3.7499531255859297,4.522222199890261,5.168810478672052,0.5784065413923789,1.0211062665291577,823010.0,11.34,5.1,5.8
1211,2021,Q2,2021-Q2,18.8667,21.1,18.0333,21.0667,19.191801639344263,189334905,3.7499531255859297,4.516243339161438,5.240190765977687,0.5802069107106196,1.0211062665291577,884785.0,36.96,5.83,6.3
1211,2021,Q3,2021-Q3,21.0667,27.9333,20.7333,27.9333,24.00555333333333,180336783,3.7499531255859297,4.419953206147579,5.1704390264737725,0.5795527490643688,1.0211062665291577,961502.0,31.16,0.47,6.1
1211,2021,Q4,2021-Q4,27.9667,29.8333,22.8,26.1667,26.34563846153846,167926716,3.7499531255859297,4.288156670600584,5.054128618783559,0.5864635292992717,1.0211062665291577,1015682.0,33.37,1.33,6.3
1211,2022,Q1,2022-Q1,26.1333,46.0,25.8333,44.6667,34.545826562500004,293036778,3.7499531255859297,4.207579533772138,5.031668764127109,0.5906736567424741,1.0211062665291577,1071428.0,30.18,1.83,5.4
1211,2022,Q2,2022-Q2,44.6667,50.2667,32.8,33.2333,41.39611333333333,313811527,3.7499531255859297,3.998040520799696,4.717839499100241,0.5676048572005977,1.0211062665291577,1218947.0,37.77,2.33,5.1
1211,2022,Q3,2022-Q3,33.4667,53.5333,30.0667,46.4,42.59445,353131710,3.7499531255859297,3.782527682346615,4.419033931936309,0.5477791425946512,1.0211062665291577,1199420.0,24.74,2.87,4.9
1211,2022,Q4,2022-Q4,46.6667,57.7333,40.8667,43.1333,46.9239546875,261518227,3.7499531255859297,3.821613717931676,4.39119431894008,0.5268595277964215,1.0211062665291577,1156737.0,13.89,3.17,4.1
1211,2023,Q1,2023-Q1,43.5333,51.1333,40.0,42.6667,45.552090625,73240143,3.7499531255859297,4.021979672020964,4.554282493034478,0.5478258011343646,1.0211062665291577,1146388.0,7.0,3.23,4.3
1211,2023,Q2,2023-Q2,42.6667,67.8,40.8,42.2,44.53833636363636,4210003,3.7499531255859297,4.0845914398633685,4.694668558979224,0.5354462473749896,1.0211062665291577,1126757.0,-7.56,2.83,4.1
1211,2023,Q3,2023-Q3,42.5,45.7,37.65,40.35,41.46171875,95434035,3.7499531255859297,4.082737564292023,4.749845759084725,0.5179620221237343,1.0211062665291577,1143376.0,-4.67,2.13,4.2
1211,2023,Q4,2023-Q4,40.35,48.55,35.4,48.55,39.39545454545454,77127066,3.7499531255859297,4.03450554722586,4.654172237761424,0.5193274483749002,1.0211062665291577,1153172.0,-0.31,1.67,3.4
1211,2024,Q1,2024-Q1,51.4,54.0,43.7,49.0,49.09765625,176532963,3.7499531255859297,4.073668033658347,4.757759461275236,0.5218614050802921,1.0211062665291577,1163668.0,1.51,1.5,3.5
1211,2024,Q2,2024-Q2,49.0,56.4,42.8,43.05,48.907407407407405,110117231,3.7499531255859297,4.039403269164527,4.734533164624401,0.5180093640154264,1.0211062665291577,1186619.0,5.31,1.6,3.3
1211,2024,Q3,2024-Q3,42.5,49.75,39.0,48.8,42.36384615384616,172155782,3.7499531255859297,4.119438645886785,4.873929457287955,0.5235089667981508,1.0211062665291577,1165884.0,1.97,1.4,3.7
1211,2024,Q4,2024-Q4,48.8,57.4,46.65,50.3,51.975,143334306,3.7499531255859297,4.004769157705633,4.8105757370246485,0.5217850948684705,1.0211062665291577,1186857.0,2.92,1.47,3.5
1211,2025,Q1,2025-Q1,50.3,51.4,42.1,46.3,47.44590163934426,138308335,3.7499531255859297,3.944648689587705,4.722780647304315,0.515559883712604,1.0211062665291577,1198648.0,3.01,1.8,2.8
1211,2025,Q2,2025-Q2,45.5,54.1,37.85,53.6,48.48898305084746,153424931,3.7499531255859297,4.252356319422054,5.008368378152727,0.5187168427358837,1.0211062665291577,1175941.0,-0.9,2.07,3.2
1211,2025,Q3,2025-Q3,53.05,64.0,49.78,64.0,54.33692307692308,108690696,3.7499531255859297,4.381576233949501,5.058630628688814,0.524069904089511,1.0211062665291577,1191102.0,2.16,2.23,3.4
1211,2025,Q4,2025-Q4,62.5,68.45,56.65,60.95,62.309090909090905,101010777,3.7499531255859297,4.367102427539328,4.990875377841815,0.5291023548505458,1.0211062665291577,1210139.0,1.96,2.07,3.5
1211,2026,Q1,2026-Q1,61.2,79.9,59.0,64.8,70.29827586206896,129247983,3.7499531255859297,4.3894923357025215,5.0563104439777655,0.5417173523504213,1.0211062665291577,1273819.0,6.27,1.77,3.1
2010,2014,Q1,2014-Q1,111.5,118.75,110.5,117.5,114.34375,263940868,3.7499531255859297,5.13535658774955,6.203281535932509,0.6146730656409367,1.0211062665291577,762832.0,7.07,1.37,5.61
2010,2014,Q2,2014-Q2,117.75,121.0,112.25,114.5,116.27692307692308,251837883,3.7499531255859297,5.143463054109231,6.307215454479925,0.602165280473368,1.0211062665291577,763677.0,5.82,2.03,5.7
2010,2014,Q3,2014-Q3,115.0,136.5,115.0,131.25,127.6,209342185,3.7499531255859297,4.971906028814358,6.261847313020899,0.6082294770482624,1.0211062665291577,759291.0,4.06,2.0,5.64
2010,2014,Q4,2014-Q4,131.25,131.5,70.25,84.0,100.30737704918032,320797251,3.7499531255859297,4.685021426334404,5.936901066706247,0.6099428642651714,1.0211062665291577,666024.0,-7.86,1.97,5.72
2010,2015,Q1,2015-Q1,84.5,98.75,74.0,80.25,87.69269841269842,303820281,3.7499531255859297,4.229134507623015,5.685558302873481,0.60178932024553,1.0211062665291577,669419.0,-12.25,1.53,5.68
2010,2015,Q2,2015-Q2,80.25,110.5,78.25,95.09,99.31723076923076,350756254,3.7499531255859297,4.143256508555142,5.742382823838839,0.6049622862521988,1.0211062665291577,684728.0,-10.34,1.23,5.74
2010,2015,Q3,2015-Q3,95.25,105.75,70.5,78.68,88.10306451612904,371660402,3.7499531255859297,4.1669025646832365,5.81146349074398,0.5950148106947445,1.0211062665291577,644479.0,-15.12,0.97,5.82
2010,2015,Q4,2015-Q4,79.25,92.75,74.75,76.5,84.58378787878787,477815198,3.7499531255859297,4.105224031446016,5.6907134360837,0.5865087683060861,1.0211062665291577,601678.0,-9.66,1.0,5.77
2010,2016,Q1,2016-Q1,76.0,80.5,59.5,74.84,70.93061538461538,555231046,3.7499531255859297,4.133366945328273,5.372446316863342,0.5732240134247804,1.0211062665291577,608587.0,-9.09,3.4,5.72
2010,2016,Q2,2016-Q2,74.5,87.0,73.25,81.0,80.75561403508772,426690342,3.7499531255859297,4.232967654545184,5.381704805803252,0.5740741792158651,1.0211062665291577,654884.0,-4.36,3.17,5.7
2010,2016,Q3,2016-Q3,81.25,85.75,76.0,81.25,82.80416666666666,316095338,3.7499531255859297,4.1871263160433845,4.93156911808535,0.5625352731017034,1.0211062665291577,648526.0,0.63,2.93,5.81
2010,2016,Q4,2016-Q4,80.25,98.5,79.75,91.5,88.1984126984127,253234971,3.7499531255859297,4.047701279645562,4.660394046447919,0.5489941472450042,1.0211062665291577,672801.0,11.82,2.17,5.87
2010,2017,Q1,2017-Q1,91.75,98.5,91.25,96.75,95.54615384615384,210023129,3.7499531255859297,3.995255412239332,4.643373441761262,0.5444649391802415,1.0211062665291577,670636.0,10.2,-0.7,5.8
2010,2017,Q2,2017-Q2,96.75,105.4,94.25,102.0,98.9811475409836,239362038,3.7499531255859297,4.120729215109764,4.7913650125049365,0.5463913254672996,1.0211062665291577,682872.0,4.27,-0.77,6.0
2010,2017,Q3,2017-Q3,102.2,104.0,97.1,103.0,99.79692307692308,193137868,3.7499531255859297,4.399604609446621,4.902300351153905,0.5619010333482156,1.0211062665291577,697938.0,7.62,-0.9,5.8
2010,2017,Q4,2017-Q4,101.8,103.0,94.9,101.8,100.26515151515152,261252518,3.7499531255859297,4.41559800395772,4.978007487572566,0.5669772716067643,1.0211062665291577,728302.0,8.25,-1.03,6.0
2010,2018,Q1,2018-Q1,101.8,120.0,100.8,116.4,106.640625,293166333,3.7499531255859297,4.606775850666755,5.213870052978713,0.5894828401545231,1.0211062665291577,774359.0,15.47,2.97,6.1
2010,2018,Q2,2018-Q2,116.2,131.4,112.4,126.2,121.06461538461538,297204812,3.7499531255859297,4.472570853386178,5.103697600869535,0.5882371953367658,1.0211062665291577,844768.0,23.71,2.47,6.0
2010,2018,Q3,2018-Q3,126.8,130.6,114.8,125.4,124.88484848484848,269918495,3.7499531255859297,4.360108983767598,4.886170808847156,0.5510443788382188,1.0211062665291577,843111.0,20.8,2.3,6.0
2010,2018,Q4,2018-Q4,125.4,130.4,113.0,116.2,121.52307692307691,230200476,3.7499531255859297,4.28065858862964,4.825528303559299,0.5422638691352247,1.0211062665291577,862380.0,18.41,2.17,6.0
2010,2019,Q1,2019-Q1,116.8,127.6,115.4,123.8,122.440625,125191740,3.7499531255859297,4.259953736902418,4.879471629125458,0.5555847066049762,1.0211062665291577,791540.0,2.22,-2.93,5.7
2010,2019,Q2,2019-Q2,125.0,128.0,104.4,114.6,118.28615384615384,260429837,3.7499531255859297,4.213555981953015,4.8196063705662935,0.5496529937967733,1.0211062665291577,846688.0,0.23,-2.5,5.6
2010,2019,Q3,2019-Q3,114.8,115.6,87.7,92.0,103.77076923076925,212633482,3.7499531255859297,4.170502849314746,4.62402411730144,0.5347938631241611,1.0211062665291577,837803.0,-0.63,-1.77,5.5
2010,2019,Q4,2019-Q4,92.1,95.0,84.6,93.9,90.94848484848484,142714538,3.7499531255859297,4.151993656475779,4.824275755602191,0.5325519484165552,1.0211062665291577,857307.0,-0.59,-0.97,5.7
2010,2020,Q1,2020-Q1,94.0,94.0,61.9,70.0,80.94769230769231,131357524,3.7499531255859297,4.135388060725674,4.7995881847852,0.537373119415527,1.0211062665291577,739156.0,-6.62,0.8,5.7
2010,2020,Q2,2020-Q2,70.0,91.9,67.0,88.1,80.35166666666667,1161776468,3.7499531255859297,4.125167556599792,4.651638296784747,0.5288480817052852,1.0211062665291577,646000.0,-23.7,0.47,9.0
2010,2020,Q3,2020-Q3,88.1,91.5,86.1,88.4,88.475,82473226,3.7499531255859297,4.378371226867208,4.839364654543005,0.541610714943805,1.0211062665291577,733093.0,-12.5,5.9,8.5
2010,2020,Q4,2020-Q4,88.7,103.4,86.9,101.4,96.01666666666668,126954818,3.7499531255859297,4.468998026354458,4.947845939136117,0.5659013670823787,1.0211062665291577,761568.0,-11.17,5.53,7.4
2010,2021,Q1,2021-Q1,101.4,117.4,97.9,117.4,105.0890625,99928877,3.7499531255859297,4.522222199890261,5.168810478672052,0.5784065413923789,1.0211062665291577,823010.0,11.34,5.1,5.8
2010,2021,Q2,2021-Q2,117.4,128.2,113.6,121.8,121.28196721311475,76657761,3.7499531255859297,4.516243339161438,5.240190765977687,0.5802069107106196,1.0211062665291577,884785.0,36.96,5.83,6.3
